filePath;mtime;id;type;event
/functions/encounters;1660656831385;1ZsKfca9jUrEMfvO-fEXf3_YY6984p04-;directory;created
/functions/scheduling;1660656831385;16aG6lnk-pa7JMAyooh6DBpgoBj_uisjj;directory;created
/functions/e-chart;1660656831385;1z5QHccZylXHi6g1qadzagX_2-_WtuafU;directory;created
/functions/document-management;1660656831385;1tBOYLUF8geYDb0mrGVbdaMkdxbMkhFPd;directory;created
/functions/patient-registration;1660656831385;1VgA7_m1u1YUu9pMh64ZKCQIGhW0yz8W7;directory;created
/functions/system-configuration;1660656831385;1-igmW4ma-gS62gDOsYThI1wL_Hbqrxso;directory;created
/functions/absence-management/absence-management-workflow.md;1660656831658;1roXM4bfVNegGsN3YysFAf2cNeolfM4vpce6RmeImvZU;md;created
/functions/financial-functionality/editing-employer-organization-accounts.md;1660656832254;1PzAcAguTcxDsfoxFIwdro80Mbtxql0QXRm45FBviNU8;md;created
/functions/financial-functionality/viewing-employer-organization-accounts.md;1660656832254;1uSpG45pzytlu3fKcKN3qkVS_de74FqsYorRpcXXSONs;md;created
/functions/financial-functionality/printing-or-faxing-statements-or-creating-copies-on-optical-media.md;1660656832254;1PA6EeczeCILKgQE0bBuWrU2YH7zp9tTrebyckzxkAyw;md;created
/functions/financial-functionality/removing-alert-comments-from-employer-organizations.md;1660656832254;1YSZ1Ga02PL84P1G-aXE9I5RjrmjXctIFBilF4dJ0RH4;md;created
/functions/financial-functionality/editing-alert-comments-of-employer-organizations.md;1660656832254;16AgcK4vJ6iK8GaD6OvbIGeLya65G1r1YJrCH6C1mTWE;md;created
/functions/financial-functionality/voiding-transactions.md;1660656832254;1nNSmx2k5Ni0CUeTZQHLbeU3XDeHrhdZ9V2q6rh4jMWU;md;created
/functions/financial-functionality/viewing-financial-reports.md;1660656832254;1Cj8xqTUIVxjRuCJPKOHbaYyKc2vdb-Rbm6NVzXHLX64;md;created
/functions/financial-functionality/viewing-cleared,-flagged,-or-reconciled-transactions.md;1660656832254;1yGFA_7iHZBY2hTo4OadZcZE_EyZmN_6Om4XgLZZPudI;md;created
/functions/financial-functionality/using-information-about-expired-fee-schedules-in-grids.md;1660656832254;1p7wZkQtojxLvxtFtLCsGHUlWBFkAgh3Mxay-pZ3sws4;md;created
/functions/financial-functionality/viewing-expired-fee-schedules.md;1660656832254;13Vqoc-fzNNDUkmHn6m-JNdEv9i0jiTh96DmBiJD1TW8;md;created
/functions/financial-functionality/updating-transactions.md;1660656832254;1Ue6lNKwOnv04L49jydrvYRs2xIHXHp8cmIA6WdCoCVM;md;created
/functions/financial-functionality/removing-fee-schedule-items.md;1660656832254;187UVX4E-pSGk_vuUSTIVtKyQ5TrmNSUdUKlCumYEb70;md;created
/functions/financial-functionality/removing-employees-from-employer-organizations.md;1660656832254;1jTjf5dzqvReObpzAIGWWv94YQnJVu8EE45xUmPdU-rg;md;created
/functions/financial-functionality/printing-information-about-expired-fee-schedules.md;1660656832254;1NM21bUDsEVAbMZ-hJ4USGD5OqjUAbosvbnKr_HbA44s;md;created
/functions/financial-functionality/ledger.md;1660656832254;1TAzMICd2BvvJW5UQAB0sYb8ey1_ni3MS5Sc5neKFysg;md;created
/functions/financial-functionality/indicating-employer-preferred-statement-delivery-method.md;1660656832254;1CSjIPGRdMMT6Z8bVhH_-x-x015LUHKZBjf2TLFZbesc;md;created
/functions/financial-functionality/finding-ledger-transactions.md;1660656832254;1-tfONkRUSjg4mxAfE1pcRYwgRK2t1LN-Vw9qorSz9U8;md;created
/functions/financial-functionality/exporting-information-about-expired-fee-schedules.md;1660656832254;1jVx-TyKaSysXg-bHQxx-s-rUXXdPST_m4N2xs69HJNw;md;created
/functions/financial-functionality/editing-fee-schedules.md;1660656832254;10aFlpPIgkByaCg8guomuqePXoYKDHBsz0GmnfrFxIUA;md;created
/functions/financial-functionality/editing-fee-schedule-items.md;1660656832254;1cpxFuKA3udQG8pkj7pt_2RjASRslJiyB4hnn-5m_QK0;md;created
/functions/financial-functionality/editing-employer-organization-contacts.md;1660656832254;1kshWUcFrvmzCRJ9LGkoDz6WRXkLMRJigN7IBjrv11sE;md;created
/functions/financial-functionality/duplicating-fee-schedules.md;1660656832254;14vLHPlYfqemFhoLO8lssEsb-0UjUSXtwfD9J8M2uxg4;md;created
/functions/financial-functionality/downloading-financial-reports.md;1660656832254;1Qn_UKkXBXlhhXIgIOUvawMwUyEaqE5uAB1Vq_5rOe1Y;md;created
/functions/financial-functionality/creating-statements.md;1660656832254;1guBfPHlZtquQes746UnDcPSNkBLRH5v9ZygrzIQtl98;md;created
/functions/financial-functionality/creating-employer-organizations.md;1660656832254;1E2Ng93ephPTQ3exGsMiJs2_m51ZhI-uWMW3UJlk1rYQ;md;created
/functions/financial-functionality/creating-and-adding-employees-to-employer-organizations.md;1660656832254;1CAZjCsB94t6Ygi1zrtOPb4q7Um23HyMO-rx7zW8T9BQ;md;created
/functions/financial-functionality/creating-and-adding-accounts-to-employer-organizations.md;1660656832254;1BiAg3NNKItfczDawRTAiRmzjL7LyiE3AKSdrfQLTXR0;md;created
/functions/financial-functionality/configuring-access-to-prices.md;1660656832254;1lBr46ADVjyFfGmtfJEHgiTOSGxzYKZ2wQtjcGN-DOm8;md;created
/functions/financial-functionality/configuring-access-to-ledger.md;1660656832254;16mRc8J0pBrOwb2iPNF4WzPxSkPCkqj0XzH_iZORsJco;md;created
/functions/financial-functionality/configuring-access-to-financial-modifiers.md;1660656832254;11AXz_kKVW3chcUj1EQ0SW4xZKQWtUMjpRpXhs4e9a40;md;created
/functions/financial-functionality/configuring-access-to-financial-funding-sources.md;1660656832254;1Nk51k7eFk7sbCADxwOlfsWb4sxLGdc6kkva5tWhS1GU;md;created
/functions/financial-functionality/configuring-access-to-encounter-charges.md;1660656832254;1ZOGOaZqB2_SoMwy14nI5Z4C2Ih3Fi1j0GG6A6KHL_vM;md;created
/functions/financial-functionality/closing-and-posting-transactions.md;1660656832254;1HRu6JJaf7bNjxyg4u0saJ5lNnc338GczKp_pS00cNts;md;created
/functions/financial-functionality/changing-status-of-transactions.md;1660656832254;1pISPoaGjFEUXJIn4L596IzcvvNexhYS3IoxcKs1hBxU;md;created
/functions/financial-functionality/changing-organizations-to-employer-organizations.md;1660656832254;1t47yFVdezErENnyK84PHViNVEbTChtzcTMiUkZY_0eg;md;created
/functions/financial-functionality/changing-ledger-views.md;1660656832254;1Mwnmcg-Lvz8wiRmN-NaXvKaKhLlAzK-kSKlDPjRp2a0;md;created
/functions/financial-functionality/applying-self-payments.md;1660656832254;1B7Df4vCyxBjC_iv5DUyiHU8fdRWlxsjp5OTx-D0W6YY;md;created
/functions/financial-functionality/adding-transactions-to-the-ledger.md;1660656832254;1VuohA2vzHB3mq7i4j-79u8d7CF6ZUDi5LtoUhM0w5Yk;md;created
/functions/financial-functionality/adding-items-to-fee-schedules.md;1660656832254;1cOmkqlSjVkfZtpNOOYSyGMM6K3pE26qzEDVZXOeM04M;md;created
/functions/financial-functionality/adding-existing-patients-as-employees-of-employer-organizations.md;1660656832254;12J14BKaX9AZmKKDENDSoHs1Q7OYIdjQFYumYezwOn2Y;md;created
/functions/financial-functionality/adding-existing-employer-organizations-as-subordinates-to-employer-organizations.md;1660656832254;1AWtRR0K-hVwnz27RBadPBBgzQUk4CC-thrR1nxVc1zI;md;created
/functions/financial-functionality/adding-deals.md;1660656832254;1RwavD1Q59PIs4xjzk_RJp_T9Wl8d-p65Lq7gOPM6sGU;md;created
/functions/financial-functionality/adding-contacts-to-employer-organizations.md;1660656832254;1rRzAtW7BfU-8WHT-qdKZGpojZkxbBuPQAxO4jCEfoFA;md;created
/functions/financial-functionality/adding-alert-comments-to-employer-organizations.md;1660656832254;1vV9ZAwk3eHys6SHAKLCBXPZpgiiuyilqQHifr7OEPkk;md;created
/functions/financial-functionality/accessing-the-ledger.md;1660656832254;1gJHX6m5_tSU6dDiKs7HAH3Qxjad1wSNRUtHsDHBW8Ew;md;created
/functions/financial-functionality/editing-employer-organizations.md;1660656832254;1PleeV1Z7fxATGu1yowdD2s_fPffeoRkLVlFzNyCYPQw;md;created
/functions/financial-functionality/configuring-security-access-to-financial-functionality.md;1660656832254;1cgHitbsGGsBCtSaH5CsbHIPK9r9TXE8Bv746Xzk6mZ0;md;created
/functions/financial-functionality/viewing-all-fee-schedules.md;1660656832254;1nad6bnJlNKZcV7TI6aSKIG4J2twAgP_Damj7nU-nGkI;md;created
/functions/financial-functionality/finding-fee-schedules.md;1660656832254;1SibGIGvDkzE-S2ExN9dD5S_HuOEN5xtJqZNNliLNE_s;md;created
/functions/financial-functionality/creating-fee-schedules.md;1660656832254;1_QeV-kfz9yuYUbv_npFVZ4_lnZQTj3UgRZRG8mbJsKw;md;created
/functions/financial-functionality/fee-schedules.md;1660656832254;1sSy0HOZEuSlpQCX9UsAovxKI3N28tC7H6jI8xqIHfHE;md;created
/functions/financial-functionality/financial-reports.md;1660656832254;1iFRS0IzYxv4R7Apt3ypVwM_P7t6vY0ndnG6DxJTAkwQ;md;created
/functions/financial-functionality/finding-employer-organizations.md;1660656832254;1Al_53cJIgXetnbNLD0FLUXjIy7Gul0aHAPQJGPHwNdg;md;created
/functions/financial-functionality/employer-organizations.md;1660656832254;1zUjSH1KBHMY85zmq6vRGN39Lir2X3K4RMjXq6UgGBvI;md;created
/functions/financial-functionality/deals.md;1660656832254;1GGqEjpljaHjSu1ZhgbJJdh1aPJY8q2Pb8gBAPQJH-hI;md;created
/functions/financial-functionality/financial-functionality.md;1660656832254;1nh4HHOr1akWGgol1SR1uC4beRIMW1yEk4pBa-nGMBn0;md;created
/functions/quality-of-care/quality-reporting-enrollment.md;1660656839608;1p0dlJGmRnbLsD0P24XK2HhNfippFvvM7D17j2quOxuk;md;created
/functions/quality-of-care/measures.md;1660656839608;1ZFrvk1XjXGNKZ0lwYpndDv1GyviiEASJRNY85ZynUzQ;md;created
/functions/quality-of-care/provider-quality-of-care-status.md;1660656839608;1hiUC_4Cfe7M7B6iSqcusHGcPI3MmI6BoBYzSRLyQbY4;md;created
/functions/quality-of-care/create-file-for-submission.md;1660656839608;1s7gL-WlwmwexJt1Pjhrj3BH7voPSSsZHTR728cFXca0;md;created
/functions/quality-of-care/measures;1660656839608;1kkI0MFLFMKd1y0GVy0oNI7xt1qNzoEds;directory;created
/functions/quality-of-care/measures/quality-measures-list.md;1660656839645;14p6MPjeAHRsJuRApfeZpkbThZCc5BPl5jg_E5qwbG8Y;md;created
/functions/quality-of-care/measures/promoting-interoperability-pi-measures.md;1660656839645;1jLnXdg6pwgBn2IHgzpTkWQjGwcN6WAcfE-8GY9CWfPw;md;created
/functions/quality-of-care/measures/improvement-activities-measures.md;1660656839645;1B_0fEDI_OHFhhQBfVIAOuKo6RjXNWbt41gD2VCWHjKE;md;created
/functions/quality-of-care/measures/quality-measures-list;1660656839645;1QcK9EDNNfz8sjByQmnEWEgl-vobVNkaj;directory;created
/functions/quality-of-care/measures/improvement-activities-measures;1660656839645;1zFKpUZmJhsD56st9CL56bPt1PSlaUHAn;directory;created
/functions/quality-of-care/measures/promoting-interoperability-pi-measures;1660656839645;175gOWUmjYeF7hCYkelVc9F4bgixAWDJD;directory;created
/functions/quality-of-care/measures/quality-measures-list/cms-122-diabetes-hemoglobin-a1c-hba1c-poor-control-greater9percent.md;1660656839670;1ZEhzvsDqZRTPEHkASIixZwonLnAxI1SbYZ2W2KbxJD4;md;created
/functions/quality-of-care/measures/quality-measures-list/cms-69-preventive-care-and-screening-body-mass-index-bmi-screening-and-follow-up-plan.md;1660656839670;1j2KoVsPF7AcfcjcZigwmo8jTojtcSMAVY-5Iwg_bK2Q;md;created
/functions/quality-of-care/measures/quality-measures-list/cms-50-closing-the-referral-loop-receipt-of-specialist-report.md;1660656839670;1rjJ9MuDD0dyuQq-Ql6QH6iN5BE0WjSOBKJS3ZLIWGvM;md;created
/functions/quality-of-care/measures/quality-measures-list/cms-117-childhood-immunization-status.md;1660656839670;1MR0uCXDGLsP0rlSwgFdVRKCohi_d5Sfy_55wV1xV7nc;md;created
/functions/quality-of-care/measures/quality-measures-list/cms-90-functional-status-assessments-for-congestive-heart-failure.md;1660656839670;18ODwYniLaezyp988LrTKkeoQAfvC6uQL4qiT8zCs2sg;md;created
/functions/quality-of-care/measures/quality-measures-list/cms-68-documentation-of-current-medications-in-the-medical-record.md;1660656839670;1NgXF1EQs63upqMjbpmVqzwq_0wDmhVAXEjKXUZKTtC0;md;created
/functions/quality-of-care/measures/quality-measures-list/cms-75-children-who-have-dental-decay-or-cavities.md;1660656839670;1_WNP2ZbGCTMB799wehG2aIhHRJamoz3dsBADmF4pBtM;md;created
/functions/quality-of-care/measures/quality-measures-list/cms-74-primary-caries-prevention-intervention-as-offered-by-primary-care-providers,-including-dentists.md;1660656839670;1vbEyU6QkNEsdf3r7hkJs9i7pQWoUK9a6T1zKkU5cXL4;md;created
/functions/quality-of-care/measures/quality-measures-list/cms-66-functional-status-assessment-for-total-knee-replacement.md;1660656839670;14SymYu791BCeUA6ZjZIKVrpsnRRZAc4NgmMyXzrH_-U;md;created
/functions/quality-of-care/measures/quality-measures-list/cms-56-functional-status-assessment-for-total-hip-replacement.md;1660656839670;1zsmUhaStIR7e8aV0jUDZy6Jt0bTTxA5apQtrmCHPu4U;md;created
/functions/quality-of-care/measures/quality-measures-list/cms-22-preventive-care-and-screening-screening-for-high-blood-pressure-and-follow-up-documented.md;1660656839670;1ePGYBX1dZP8WII9Ti84hz9yv5tuz6ruiUlwSSfoot8Y;md;created
/functions/quality-of-care/measures/quality-measures-list/cms-2-preventive-care-and-screening-screening-for-depression-and-follow-up-plan.md;1660656839670;1SaJKu9Mehk1e5lJ_qiV0TMPqdkT9C_nyvPw27Kv-L8c;md;created
/functions/quality-of-care/measures/quality-measures-list/cms-347-statin-therapy-for-the-prevention-and-treatment-of-cardiovascular-disease.md;1660656839670;1frOmVEMtMqMmrc_ztH4hM1mlEYzvgyrNU4qZZjuW9LU;md;created
/functions/quality-of-care/measures/quality-measures-list/cms-177-child-and-adolescent-major-depressive-disorder-mdd-suicide-risk-assessment.md;1660656839670;1HCEqw0M2GLLrCTZ1Jzg5RL_FacpXa3n74cRLt2yxlmY;md;created
/functions/quality-of-care/measures/quality-measures-list/cms-161-adult-major-depressive-disorder-mdd-suicide-risk-assessment.md;1660656839670;1XwNvJ7ebSrbOOgbbpqhpcV18eyKUCssMCmpdZPFCwzk;md;created
/functions/quality-of-care/measures/quality-measures-list/cms-159-depression-remission-at-twelve-months.md;1660656839670;1Jo1ZcIJ0Gs1sWISKJO8secJ2N3RU04thYDjzgnW8ab0;md;created
/functions/quality-of-care/measures/quality-measures-list/cms-157-oncology-medical-and-radiation-pain-intensity-quantified.md;1660656839670;1a9n5XA6aPjLrwt2fhXl5ZSTSnCOIqQgKNn6sA3btXGA;md;created
/functions/quality-of-care/measures/quality-measures-list/cms-149-dementia-cognitive-assessment.md;1660656839670;1U__PxyFngT3WIb7xckii8CbTT6jK_sK79vdIg9LpUt4;md;created
/functions/quality-of-care/measures/quality-measures-list/cms-143-primary-open-angle-glaucoma-poag-optic-nerve-evaluation.md;1660656839670;1tOaKesGwQOjB8Ap2oYlfMvI2sWfS-ONQuvPyBb5jCbc;md;created
/functions/quality-of-care/measures/quality-measures-list/cms-142-diabetic-retinopathy-communication-with-the-physician-managing-ongoing-diabetes-care.md;1660656839670;1hZk611fsSe3YlJaMUWzYn0T3aaNCB8FVMkykoD2uKxA;md;created
/functions/quality-of-care/measures/quality-measures-list/cms-137-initiation-and-engagement-of-alcohol-and-other-drug-dependence-treatment.md;1660656839670;1OMZEtOiKag63xhZX7gZ60Kp8E_9MHAiDpI_9Epz-rK4;md;created
/functions/quality-of-care/measures/quality-measures-list/cms-134-diabetes-medical-attention-for-nephropathy.md;1660656839670;1w4VbzocSetahRwg8L0i1saJYqZLjfNnoq4pruRq-1cE;md;created
/functions/quality-of-care/measures/quality-measures-list/cms-133-cataracts-20-40-or-better-visual-acuity-within-90-days-following-cataract-surgery.md;1660656839670;1cQ6E7ZtZO3gwdq3EZAJTkQNSLOGgnuyUPaXz_voXwb8;md;created
/functions/quality-of-care/measures/quality-measures-list/cms-129-prostate-cancer-avoidance-of-overuse-of-bone-scan-for-staging-low-risk-prostate-cancer-patients.md;1660656839670;1uyzFO8FwjOJb8-ixYtKd94iuVcu4wwwIhvkIO5Fybw4;md;created
/functions/quality-of-care/measures/quality-measures-list/cms-128-anti-depressant-medication-management.md;1660656839670;1FuuAMczkTt8tFHJuRu6eIdGj_lbbafeyahIjsQ9QzWE;md;created
/functions/quality-of-care/measures/quality-measures-list/cms-138-preventive-care-and-screening-tobacco-use-screening-and-cessation-intervention.md;1660656839670;1H4Ws_OMCIM-x7QICksd0M1RbYz9CVRKgvNUb05tJhKA;md;created
/functions/quality-of-care/measures/quality-measures-list/cms-165-controlling-high-blood-pressure.md;1660656839670;1w1nSG7trWKy56aGj6P6YIPjsxywmUKlXmAMhL7Fx5rc;md;created
/functions/quality-of-care/measures/quality-measures-list/cms-156-use-of-high-risk-medications-in-the-elderly.md;1660656839670;1iVu3t8PXQJaOCVJxF_QkLFMSP9XKtB28xuuOjt7D0_M;md;created
/functions/quality-of-care/measures/quality-measures-list/cms-155-weight-assessment-and-counseling-for-nutrition-and-physical-activity-for-children-and-adolescents.md;1660656839670;16MSfEVz-mIPYXPO6WmJLb4YaaK3wDrD3cQ3qYkZ0N6A;md;created
/functions/quality-of-care/measures/quality-measures-list/cms-154-appropriate-treatment-for-children-with-upper-respiratory-infection-uri.md;1660656839670;1W0FANlgAIXUMqpKPJK6j0CUcGtHkY_-tbJsNQ_RkkcQ;md;created
/functions/quality-of-care/measures/quality-measures-list/cms-153-chlamydia-screening-for-women.md;1660656839670;1d5dB2sKPtEjM_K06wTghV8MN4HR1rpmu9yfIvqgoEIs;md;created
/functions/quality-of-care/measures/quality-measures-list/cms-147-preventive-care-and-screening-influenza-immunization.md;1660656839670;1bktV0BYSKkWBzLv0AMyxNlGX_3BH4lXBMzqSjQk7WQ8;md;created
/functions/quality-of-care/measures/quality-measures-list/cms-146-appropriate-testing-for-children-with-pharyngitis.md;1660656839670;1OtPnt5NR98PeeONo8zG0IQGrG7_VTz0GG05zk7UPNic;md;created
/functions/quality-of-care/measures/quality-measures-list/cms-145-coronary-artery-disease-cad-beta-blocker-therapy-prior-myocardial-infarction-mi-or-left-ventricular-systolic-dysfunction-lvef-less40percent.md;1660656839670;1V1jU357jEM--obZeUiuPciuLwYEo43BBhZ3csuMov2U;md;created
/functions/quality-of-care/measures/quality-measures-list/cms-144-heart-failure-hf-beta-blocker-therapy-for-left-ventricular-systolic-dysfunction-lvsd.md;1660656839670;1mjaSrGAH3j_mNUIhsJT4neLhoquPAcUP2VKpHrCaKUI;md;created
/functions/quality-of-care/measures/quality-measures-list/cms-139-falls-screening-for-future-fall-risk.md;1660656839670;1DHzhLkbGFoWJEFq1lv1Ox2i0Zu4T0f6_vstSxKFg0rA;md;created
/functions/quality-of-care/measures/quality-measures-list/cms-136-follow-up-care-for-children-prescribed-adhd-medication-add.md;1660656839670;1adBT1dRtmsoOGBoLGp9KkhbDRgQEbZWmbt-iFuo8Vhc;md;created
/functions/quality-of-care/measures/quality-measures-list/cms-135-heart-failure-hf-angiotensin-converting-enzyme-ace-inhibitor-or-angiotensin-receptor-blocker-arb-therapy-for-left-ventricular-systolic-dysfunction-lvsd.md;1660656839670;1OzDs__SEnsAFmh1GuwxLwWJLq64KIdpXDe_bG5b1OPE;md;created
/functions/quality-of-care/measures/quality-measures-list/cms-131-diabetes-eye-exam.md;1660656839670;1rW73q4RgXZMILmaSdbqGoQqQVkl9eXloJVe_ef-n_Sg;md;created
/functions/quality-of-care/measures/quality-measures-list/cms-130-colorectal-cancer-screening.md;1660656839670;17IjektAahpRJJV0qxTAHsDbyBSFNm0t6uBift_Ro_J8;md;created
/functions/quality-of-care/measures/quality-measures-list/cms-127-pneumococcal-vaccination-status-for-older-adults.md;1660656839670;14wvlim1AnRhduRaQX-kIxULCZh7jbdP7WufRbDfQ5vc;md;created
/functions/quality-of-care/measures/quality-measures-list/cms-125-breast-cancer-screening.md;1660656839670;1zRb6sMWOXB4U1PqYWAwJhixvIaeGsAPINYdcvedUPHk;md;created
/functions/quality-of-care/measures/quality-measures-list/cms-124-cervical-cancer-screening.md;1660656839670;1B1ZuKB8d98yDNljhARHj4Ui9kMTNxZ0J3SeNoxRCcbI;md;created
/functions/quality-of-care/measures/improvement-activities-measures/2019-improvement-activities.md;1660656845704;1vu04nEcej6Kmg0Fpjl-pYKDOeJgJVXVbWhmyZXYgVcU;md;created
/functions/quality-of-care/measures/improvement-activities-measures/2018-improvement-activities.md;1660656845704;1YbPb92y_0ZPiXk8hR-D11GKV_1AacyaOZNnv2MQmDWI;md;created
/functions/quality-of-care/measures/improvement-activities-measures/2019-improvement-activities;1660656845704;1GyEaEEDsk6gzrVLefHrRz-Nvhlf-WaNS;directory;created
/functions/quality-of-care/measures/improvement-activities-measures/2018-improvement-activities;1660656845704;1txZ7yMXDU-D9PjtxBE83sO2GwYswYvKP;directory;created
/functions/quality-of-care/measures/improvement-activities-measures/2019-improvement-activities/pspa-32-use-of-cdc-guideline-for-clinical-decision-support-to-prescribe-opioids-for-chronic-pain-via-clinical-decision-support.md;1660656845711;1Zvybn7Pnmq3cXlcEjdzW81fqdFqvTguVHm204MAGrfo;md;created
/functions/quality-of-care/measures/improvement-activities-measures/2019-improvement-activities/pspa-31-patient-medication-risk-education.md;1660656845711;1QPm-3oew_1L-aVTYue5l3m5S0-OZ2j-X4CtkhCejJT0;md;created
/functions/quality-of-care/measures/improvement-activities-measures/2019-improvement-activities/pcmh-electronic-submission-of-patient-centered-medical-home-accreditation.md;1660656845711;1XjBcfnKg2XIIpISVnvHkHBHuOCLQP9gKrJGJx_QHNNA;md;created
/functions/quality-of-care/measures/improvement-activities-measures/2019-improvement-activities/cc-18-relationship-centered-communication.md;1660656845711;1j4d0DYyVAFMje4IttC5jVL87O9hga0httdk924b2R7A;md;created
